User,Date Created,Tweet,Polaritas
NovelBamukmin,2023-01-05 19:41:42+00:00,Saya siap sumbangkan 130 juta suara untuk kemenangan aniesbaswedan demi tegaknya khilafah di Indonesia #Pilpres2024,Positif
NovelBamukmin,2023-01-05 19:12:36+00:00,Hanya dalam sistem khilafah Indonesia akan menjadi negara yang adil makmur! Dukung aniesbaswedan pada #Pilpres2024,Positif
WarnaiNusa,2023-01-05 18:21:02+00:00,"Capres berdasarkan kapabilitas bukan popularitas!

#airlanggahartarto #partaigolkar #capres2024 #pilpres2024 #fyp https://t.co/UKHObrjNAj",Positif
CakBembi,2023-01-05 17:11:24+00:00,"Waspada! Anies Baswedan didukung kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-05 16:41:44+00:00,Bersama aniesbaswedan kita tegakkan sistem khilafah di Indonesia! #Pilpres2024,Positif
suaramerdeka,2023-01-05 16:24:11+00:00,"Tingkat Kepuasan Publik Bisa jadi Modal Kampanye Kandidat Capres, Pengamat: Tidak Masalah

https://t.co/uQTmPYUM3x

#peneliti #riset #politik #badanriset #prpbrin #publik #jokowi #jokowidodo #presiden #kampanye #menteri #pilpres2024 #pilpres #survey #unjukgigi #kerja #pemilu https://t.co/Is0v3gc5BF",Positif
NovelBamukmin,2023-01-05 15:41:41+00:00,Bersiaplah kalian para cebong! Kami akan kalahkan kalian pada #Pilpres2024! Kemenangan aniesbaswedan adalah kemenangan khilafah,Positif
nephiIaxmus,2023-01-05 15:11:49+00:00,"Lalu darimana AniesBaswedan mendapatkan dana 20 Trilyun tersebut? Serahkan semua persoalan pada Imam Jumbo, secara beliau paham kepada siapa harus meminta dukungan finansial kepada bandar minyak di Saudi. #Pilpres2024 #SANGE_AAAAAAAAAA #JarnasABW #SANGE_AAAAAAAAAAH",Negatif
CakBembi,2023-01-05 15:11:23+00:00,"Tolak kaum intoleran, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
CakBembi,2023-01-05 13:41:12+00:00,Hanya satu kata: Lawan Khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024,Negatif
NovelBamukmin,2023-01-05 13:12:49+00:00,IBHRS adalah imam besar yang akan menentukan dan mengatur jalannya pemerintahan khilafah. Dukung aniesbaswedan pada #Pilpres2024,Positif
pnugroho28,2023-01-05 12:24:05+00:00,"Pak Tugiman memang Tukang Bikin Nyaman.

#pilpres2024 https://t.co/BKlICvwU9n",Positif
NovelBamukmin,2023-01-05 12:12:30+00:00,"Di bawah khilafah aniesbaswedan, FPI akan dijadikan sebagai polisi syariah pembasmi kemungkaran! #Pilpres2024",Positif
CakBembi,2023-01-05 12:11:13+00:00,"Indonesia damai tanpa kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
g_politik2024,2023-01-05 11:11:55+00:00,#golkarindonesia #airlanggahartarto #nurularifin  #kerjauntukindonesia #capres2024 #pilpres2024  #bersatuuntukmenang Bandung Gemini @golkar_id https://t.co/M8Nc2frYf3,Positif
punggawabangsa,2023-01-05 11:07:13+00:00,"#airlanggahartarto #GolkarIndonesia #fyp #capres #politik #pemilu #pemilu2024 #pilpres  #ekonomi #pilpres2024 
@airlangga_hrt @golkar_id 

Emma bangkok bnb https://t.co/98Ee06ccSu",Positif
NovelBamukmin,2023-01-05 10:41:43+00:00,Fajar kemenangan telah tiba! Dukung dan pilih aniesbaswedan pada #Pilpres2024! Tegakkan Khilafah di bumi Indonesia,Positif
NovelBamukmin,2023-01-05 10:12:26+00:00,Tumbangkan rezim oligarki! Dukung aniesbaswedan demi tegaknya sistem khilafah di Indonesia #Pilpres2024,Positif
CakBembi,2023-01-05 09:41:13+00:00,"Jangan pernah beri kesempatan kepada kaum intoleran, kaum radikal, dan para pengasong #khilafah! Hanya satu kata: Lawan Khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-05 08:41:46+00:00,#Pilpres2024 sudah di depan mata! Bersama aniesbaswedan kita tegakkan khilafah di bumi Indonesia,Positif
CakBembi,2023-01-05 08:41:13+00:00,"Presiden Republik Indonesia adalah orang Indonesia asli, bukan keturunan Yaman! Tolak kaum intoleran, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-05 08:13:16+00:00,Hanya dalam sistem khilafah Indonesia akan menjadi negara yang bersyariah! Dukung aniesbaswedan pada #Pilpres2024,Positif
fajaronline,2023-01-05 08:03:43+00:00,"Karena Faktor Ini, Refly Harun Tidak Mau Endorse Ganjar Sebagai Capres di 2024 https://t.co/KRB1BWFKd6 #AniesBaswedan #GanjarPranowo #Pilpres2024 #ReflyHarun",Negatif
NovelBamukmin,2023-01-05 07:41:43+00:00,Tumbangkan rezim sekuler! Dukung aniesbaswedan demi tegaknya sistem khilafah di Indonesia #Pilpres2024,Positif
SERATUS_P,2023-01-05 07:30:16+00:00,"Waspada Buzzer Ganjar Pranowo di Kolom Komentar!, Masih Percaya Kolom Komentar?? #SeratusPersen #GanjarPranowo #Pilpres2024 #Pemilu2024 #ErickThohir #Ganjar_Pranowo https://t.co/DvuVPKBuFm",Negatif
NovelBamukmin,2023-01-05 07:12:42+00:00,Menangkan aniesbaswedan pada #Pilpres2024! Wujudkan Indonesia bersyariat berdasar khilafah,Positif
CakBembi,2023-01-05 07:11:23+00:00,"Waspadai penumpang gelap Capres Anies Baswedan! Mereka adalah kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
CakBembi,2023-01-05 06:41:12+00:00,"Perkuat persatuan bangsa dan negara! Lawan kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-05 06:12:30+00:00,Indonesia bersyariat dengan sistim khilafah! Dukung aniesbaswedan pada #Pilpres2024,Positif
IqbalHa_,2023-01-05 05:46:15+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
IqbalHa_,2023-01-05 05:41:14+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
CakBembi,2023-01-05 05:41:13+00:00,"Dukung terus Muhammadiyah dan NU dalam memerangi kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Positif
IqbalHa_,2023-01-05 05:37:14+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
NovelBamukmin,2023-01-05 05:13:24+00:00,Kalahkan PDI_Perjuangan dan Gerindra pada #Pilpres2024! Dukung NasDem demi kemenangan khilafah di bawah kepemimpinan aniesbaswedan,Positif
CakBembi,2023-01-05 05:11:22+00:00,"Waspada! Anies Baswedan didukung kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-05 04:41:43+00:00,Bendera perang telah kami kibarkan! Dukung aniesbaswedan pada #Pilpres2024 demi tegaknya khilafah di Indonesia,Positif
CakBembi,2023-01-05 04:41:13+00:00,"Jaga selalu persatuan dan kesatuan Negara Kesatuan Republik Indonesia dari kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
fajaronline,2023-01-05 04:34:13+00:00,"Survei Capres: Anies-AHY Melempem, Jagoan Jokowi Unggul Telak https://t.co/WXWS7NDPba #Anies-AHY #Pilpres2024 #prabowo-ganjar #SurveiCapres",Negatif
NovelBamukmin,2023-01-05 04:12:28+00:00,"Dengan sistim khilafah seluruh rakyat akan sejahtera, cukup sandang pangan dan papan. Dukung aniesbaswedan pada #Pilpres2024",Positif
CakBembi,2023-01-05 04:11:13+00:00,"Indonesia menolak Capres dan Cawapres yang didukung kaum kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
MarshalitaS,2023-01-05 03:56:37+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
MarshalitaS,2023-01-05 03:56:28+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
MarshalitaS,2023-01-05 03:56:25+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
habilia_refina,2023-01-05 03:52:07+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
habilia_refina,2023-01-05 03:50:31+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
habilia_refina,2023-01-05 03:50:30+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
RendiMu5_,2023-01-05 03:49:28+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
fajaronline,2023-01-05 03:48:34+00:00,"Efek Ekor Jas Anies, Nasdem Sulsel: Barang yang Dijual Sangat Laku, Banyak Peminatnya https://t.co/CLWpj2PShs #AniesBaswedan #NasdemSulsel #Pilpres2024 #RusdiMasse",Positif
RendiMu5_,2023-01-05 03:47:59+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
RendiMu5_,2023-01-05 03:47:57+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
NovelBamukmin,2023-01-05 03:41:45+00:00,Indonesia maju dan bermartabat dalam sistim khilafah! Dukung aniesbaswedan pada #Pilpres2024,Positif
HendrikSodik,2023-01-05 03:37:32+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
YustinaWinda1,2023-01-05 03:37:17+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
dvdmlna_,2023-01-05 03:37:12+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
YeniSur42_,2023-01-05 03:36:56+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
danendraprstyo_,2023-01-05 03:35:49+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
AbelFavian5,2023-01-05 03:35:44+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
RianAlf4_,2023-01-05 03:35:42+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
SabilaAmanda8,2023-01-05 03:34:49+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
ViaViantt,2023-01-05 03:34:39+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
HendrikSodik,2023-01-05 03:33:32+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
HendrikSodik,2023-01-05 03:33:30+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
YustinaWinda1,2023-01-05 03:33:01+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
YustinaWinda1,2023-01-05 03:32:59+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
dvdmlna_,2023-01-05 03:32:37+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
dvdmlna_,2023-01-05 03:32:15+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
KQorima,2023-01-05 03:30:52+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
YeniSur42_,2023-01-05 03:30:51+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
TitanNugrahaay,2023-01-05 03:30:48+00:00,"Terima Kunjungan KSAL, Prabowo Bahas Penguatan Matra Laut.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
YeniSur42_,2023-01-05 03:30:06+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
danendraprstyo_,2023-01-05 03:30:03+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
AbelFavian5,2023-01-05 03:29:44+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
RianAlf4_,2023-01-05 03:29:44+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
SabilaAmanda8,2023-01-05 03:29:39+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
danendraprstyo_,2023-01-05 03:28:41+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
ViaViantt,2023-01-05 03:28:37+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
AbelFavian5,2023-01-05 03:27:45+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
SabilaAmanda8,2023-01-05 03:26:55+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
RianAlf4_,2023-01-05 03:26:46+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
ViaViantt,2023-01-05 03:25:31+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
KQorima,2023-01-05 03:25:08+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
TitanNugrahaay,2023-01-05 03:24:51+00:00,"Ingatkan Sandiaga, Dasco: Prabowo Capres Gerindra.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
KQorima,2023-01-05 03:21:54+00:00,"Popularitas Prabowo meraih 97%.

@prabowo

#dekade08

#mendingprabowo

#pilpres2024

#terusmajubersamaprabowo",Positif
nephiIaxmus,2023-01-05 03:11:48+00:00,"Lalu darimana AniesBaswedan mendapatkan dana 20 Trilyun tersebut? Serahkan semua persoalan pada Imam Jumbo, secara beliau paham kepada siapa harus meminta dukungan finansial kepada bandar minyak di Saudi. #Pilpres2024 #SANGE_AAAAAAAAAA #JarnasABW #SANGE_AAAAAAAAAAH",Negatif
CakBembi,2023-01-05 03:11:23+00:00,"Tolak kaum intoleran, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
rmp_officials,2023-01-05 03:03:59+00:00,"Kangen ber-Rang Gembira bareng dengan mereka!

#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #Capres2024 #Pilpres2024 https://t.co/uOJHAtxeQe",Positif
NovelBamukmin,2023-01-05 02:41:45+00:00,aniesbaswedan adalah jalan masuk kita untuk menegakkan sistem khilafah di Indonesia! #Pilpres2024,Negatif
NovelBamukmin,2023-01-05 01:41:43+00:00,Indonesia semakin hebat di bawah panji-panji khilafah! Dukung aniesbaswedan pada #Pilpres2024,Positif
NovelBamukmin,2023-01-05 01:12:41+00:00,Dengan memilih aniesbaswedan sebagai presiden berarti kalian telah mendukung tegaknya khilafah di Indonesia! #Pilpres2024,Positif
fajaronline,2023-01-05 00:14:35+00:00,"Jhon Sitorus Singgung Capres yang Pura-pura Merakyat, Warganet Malah Sebut Nama Ganjar https://t.co/o8OQHxXmgc #AniesBaswedan #GanjarPranowo #JhonSitorus #Pilpres2024",Negatif
NovelBamukmin,2023-01-05 00:12:27+00:00,Tumbangkan rezim oligarki! Dukung aniesbaswedan demi tegaknya sistem khilafah di Indonesia #Pilpres2024,Positif
CakBembi,2023-01-05 00:11:13+00:00,"Indonesia damai tanpa kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-04 23:41:43+00:00,Saya siap sumbangkan 130 juta suara untuk kemenangan aniesbaswedan demi tegaknya khilafah di Indonesia #Pilpres2024,Positif
NovelBamukmin,2023-01-04 23:13:27+00:00,Hanya dalam sistem khilafah Indonesia akan menjadi negara yang adil makmur! Dukung aniesbaswedan pada #Pilpres2024,Positif
NovelBamukmin,2023-01-04 22:12:28+00:00,Hanya dalam sistem khilafah Indonesia akan menjadi negara yang bersyariah! Dukung aniesbaswedan pada #Pilpres2024,Positif
NovelBamukmin,2023-01-04 20:41:41+00:00,Bersama aniesbaswedan kita tegakkan sistem khilafah di Indonesia! #Pilpres2024,Negatif
NovelBamukmin,2023-01-04 19:41:44+00:00,Bersiaplah kalian para cebong! Kami akan kalahkan kalian pada #Pilpres2024! Kemenangan aniesbaswedan adalah kemenangan khilafah,Negatif
CakBembi,2023-01-04 19:41:13+00:00,Hanya satu kata: Lawan Khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024,Negatif
CakBembi,2023-01-04 19:11:21+00:00,"Waspadai penumpang gelap Capres Anies Baswedan! Mereka adalah kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-04 18:41:41+00:00,Bendera perang telah kami kibarkan! Dukung aniesbaswedan pada #Pilpres2024 demi tegaknya khilafah di Indonesia,Positif
NovelBamukmin,2023-01-04 18:12:21+00:00,"Dengan sistim khilafah seluruh rakyat akan sejahtera, cukup sandang pangan dan papan. Dukung aniesbaswedan pada #Pilpres2024",Positif
WarnaiNusa,2023-01-04 17:53:04+00:00,"Money politics adalah rahasia umum?

#airlanggahartarto #partaigolkar #politikuang #pilpres2024 #fyp https://t.co/tu4PpMkqQT",Negatif
CakBembi,2023-01-04 17:41:13+00:00,"Dukung terus Muhammadiyah dan NU dalam memerangi kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Positif
NovelBamukmin,2023-01-04 17:12:50+00:00,IBHRS adalah imam besar yang akan menentukan dan mengatur jalannya pemerintahan khilafah. Dukung aniesbaswedan pada #Pilpres2024,Positif
CakBembi,2023-01-04 16:41:12+00:00,"Jaga selalu persatuan dan kesatuan Negara Kesatuan Republik Indonesia dari kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-04 16:12:35+00:00,"Di bawah khilafah aniesbaswedan, FPI akan dijadikan sebagai polisi syariah pembasmi kemungkaran! #Pilpres2024",Negatif
NovelBamukmin,2023-01-04 15:41:42+00:00,Indonesia semakin hebat di bawah panji-panji khilafah! Dukung aniesbaswedan pada #Pilpres2024,Positif
CakBembi,2023-01-04 15:41:12+00:00,"Jangan pernah beri kesempatan kepada kaum intoleran, kaum radikal, dan para pengasong #khilafah! Hanya satu kata: Lawan Khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
fajaronline,2023-01-04 15:05:03+00:00,"Muhammadiyah Tegaskan Pemilu 2024 Harga Mati, Warganet: Ormas Cerdas yang Tegak Lurus https://t.co/l7KGkN5bdI #Muhammadiyah #Pemilu2024 #Pilpres2024 #Undang-undang",Positif
NovelBamukmin,2023-01-04 14:41:45+00:00,Fajar kemenangan telah tiba! Dukung dan pilih aniesbaswedan pada #Pilpres2024! Tegakkan Khilafah di bumi Indonesia,Positif
CakBembi,2023-01-04 14:41:13+00:00,"Presiden Republik Indonesia adalah orang Indonesia asli, bukan keturunan Yaman! Tolak kaum intoleran, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
red_riauonline,2023-01-04 13:35:15+00:00,"Menteri BUMN @erickthohir  terang-terangan diperkenalkan Presiden @jokowi kepada pedagang Pasar Bawah. Tanda dukungan #pilpres2024? 

https://t.co/xH0aCdwJvd",Positif
mamansupriatna6,2023-01-04 13:22:14+00:00,"Kebijaka impor beras akan berdampak pada anjloknya harga gabah petani

#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #Capres2024 #Pilpres2024 #PKBTolakImporBeras https://t.co/NNddxouWh3",Negatif
bicarabangsa,2023-01-04 13:17:19+00:00,#AirlanggaHartarto #golkarindonesia #nusronwahid #pemilu2024 #pilpres2024 https://t.co/2waOHWB7hv,Positif
NovelBamukmin,2023-01-04 12:41:46+00:00,#Pilpres2024 sudah di depan mata! Bersama aniesbaswedan kita tegakkan khilafah di bumi Indonesia,Positif
CakBembi,2023-01-04 12:41:13+00:00,"Perkuat persatuan bangsa dan negara! Lawan kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
GuysSandi,2023-01-04 12:36:42+00:00,"Harus berani, kalobga berani, kapan kesempatanya?! 💪☝

#sandiagauno #sandiuno #Twitter #Trending #Video #Indonesia Starting 2023 #politik #BreakingNews Rabu #politics  #collaboration #pilpres2024   #politics #Rabu #wednesday #WednesdayMotivation #Politik #capres #cawapres https://t.co/CxaiBdFe58",Positif
Jurnalpolitik_,2023-01-04 11:47:53+00:00,@airlangga_hrt @golkar_id @NusronWahid1 #AirlanggaHartarto #golkarindonesia #sugantehpinter #pilpres2024 #capres2024 https://t.co/HNvWPCjzHf,Positif
NovelBamukmin,2023-01-04 11:41:44+00:00,Tumbangkan rezim sekuler! Dukung aniesbaswedan demi tegaknya sistem khilafah di Indonesia #Pilpres2024,Negatif
mufina_ida,2023-01-04 11:38:17+00:00,"Ini soal keberpihakan apapun alasannya rakyat harus menjadi prioritas dari apapun! 

#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #Capres2024 #Pilpres2024 #TahunBaru2023 https://t.co/oRDyhJerNi",Positif
politiknesiacom,2023-01-04 11:30:22+00:00,"Airlangga Hartarto: Semoga UGM Terus Cetak SDM Unggul dan Berkualitas @airlangga_hrt

https://t.co/RAVPTpjzPp

#airlanggahartarto #pilpres2024 #partaigolkar #golkarpedia https://t.co/4n5gmkRj1X",Positif
Hasali51202709,2023-01-04 11:26:14+00:00,"Apapun alasannya rakyat harus menjadi prioritas dari apapun! 

#CakImin 
#GusMuhaimin 
#Muhaimin 
#MuhaiminIskandar 
#Capres2024 
#Pilpres2024 
#TahunBaru2023 https://t.co/LMaLNZCB9Q",Positif
TPPKECKAPONTORI,2023-01-04 11:22:28+00:00,"Apapun alasannya rakyat harus menjadi prioritas dari apapun! 

#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #Capres2024 #Pilpres2024 #TahunBaru2023 https://t.co/cSzxNJX2rC",Positif
NovelBamukmin,2023-01-04 11:13:29+00:00,Menangkan aniesbaswedan pada #Pilpres2024! Wujudkan Indonesia bersyariat berdasar khilafah,Positif
nephiIaxmus,2023-01-04 11:12:56+00:00,"Lalu darimana AniesBaswedan mendapatkan dana 20 Trilyun tersebut? Serahkan semua persoalan pada Imam Jumbo, secara beliau paham kepada siapa harus meminta dukungan finansial kepada bandar minyak di Saudi. #Pilpres2024 #SANGE_AAAAAAAAAA #JarnasABW #SANGE_AAAAAAAAAAH",Negatif
CakBembi,2023-01-04 11:11:25+00:00,"Waspada! Anies Baswedan didukung kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
NovelBamukmin,2023-01-04 10:12:34+00:00,Indonesia bersyariat dengan sistim khilafah! Dukung aniesbaswedan pada #Pilpres2024,Positif
CakBembi,2023-01-04 10:11:14+00:00,"Indonesia menolak Capres dan Cawapres yang didukung kaum kaum intoleran, kaum radikal, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
achmadsarnuji,2023-01-04 09:37:38+00:00,"Bismillah

Cak Imin menang InsyaAllah rakyat sejahtera!

#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #Capres2024 #Pilpres2024 https://t.co/EvPBA5rXJi",Positif
CalonProfesor_,2023-01-04 09:27:29+00:00,Apakah keputusan nya sudah resmi??? Atau bu mega tetap akan mengedepankan anaknya? 😆 kalau saya berharap ada keajaiban muncul nya nama pak @erickthohir  😄 #PDIPerjuangan #GanjarPranowo #puanmaharani #rewind2022 #pilpres2024 https://t.co/lXTBNGHXQW,Negatif
irwangandy3,2023-01-04 09:23:54+00:00,#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #Capres2024 #Pilpres2024 https://t.co/E95iqTJL0T,Positif
NovelBamukmin,2023-01-04 09:12:41+00:00,Kalahkan PDI_Perjuangan dan Gerindra pada #Pilpres2024! Dukung NasDem demi kemenangan khilafah di bawah kepemimpinan aniesbaswedan,Positif
CakBembi,2023-01-04 09:11:22+00:00,"Tolak kaum intoleran, dan para pengasong #khilafah! #TolakKhilafah #LawanKhilafah #Pilpres2024",Negatif
